h_out[0]: [-0.2384778706710077, 0.24097692664473486, -0.09971442366682419, -0.10721414009436912, 0.043491410697780605, -0.020307794244119905, -0.3223167953171267]
h_out[1]: [0.06433178149965421, -0.24246902593879152, -0.09073298645167653, -0.06189445189896771, -0.05735268740706925, -0.005678187266246739, -0.021506084138314507]
h_out[2]: [0.3461658393587468, -0.11716240638624931, 0.013900803011438064, 0.11034940002093031, 0.5400930888513953, 0.24199299878406844, 0.15823320869444438]
h_out[3]: [-0.01262162840147454, -0.5623635571031054, 0.025358788152671733, 0.15996217909536764, 0.004323045332140282, 0.28628591368284023, 0.09331404956235298]
h_out[4]: [0.22462516640243102, 0.03140501264131661, 0.016438241960900418, -0.06830099710266527, 0.06675803582919178, 0.27020241710390147, -0.2909304100167462]
h_out[5]: [-0.031089924093573456, 0.20692524449845293, 0.0834080538334939, 0.2690891983556564, 0.09164517402132981, 0.025873804183108102, 0.1497505180058071]
h_out[6]: [-0.19768507590914586, -0.46139991759920956, 0.08249241329827146, 0.06842065352231053, 0.1602005330478565, 0.10550087485697943, 0.37944504090522657]
h_out[7]: [0.22343484724238544, -0.32746018715410063, 0.04384263317562216, -0.04429309405201388, 0.03345469858758437, -0.07100542432653384, 0.06462369725599772]
h_out[8]: [0.21889325609960786, -0.11448973574158434, -0.06986616477229499, -0.24334010188922467, 0.2920879887922994, -0.03572311378913988, 0.39662627465530215]
h_out[9]: [-0.14792209882993876, -0.29919194257460974, 0.09680262589486271, -0.01494036607413214, -0.054279059569523495, -0.027565818675223445, 0.4057656340272189]
h_out[10]: [0.09412532405242553, 0.0581531119036486, 0.0002363890524402964, 0.04036217301215863, 0.24097787118826228, 0.30706630147904457, 0.004760132736364196]
h_out[11]: [-0.2986477696919031, -0.18196979647971082, 0.3675074812115379, -0.00885692630155959, -0.17187494038044107, 0.15959077290533596, -0.4347594615630493]
h_out[12]: [-0.0714330334641224, 0.1077353466546949, 0.06250716077146114, 0.01767950338535817, -0.3734128460218358, 0.01973016363453852, -0.16252705287201386]
h_out[13]: [0.022886040474137843, -0.075183564089286, 0.2923882269062158, -0.08044289310626798, 0.0572513682535742, -0.04343663320049132, 0.2755944543504969]
h_out[14]: [-0.039410544130241344, -0.20185150988417694, 0.1304158479379767, 0.1727154438920953, 0.19775880406572155, -0.06732991839436889, 0.05010148557307222]
h_out[15]: [-0.3094335340599619, 0.017544606584024652, 0.02272334962518565, 0.21508434461581066, 0.002871587449485199, -0.3897515204654561, -0.40646807263296464]
h_out[16]: [0.2931145166256549, -0.005612063511610333, -0.050455506796427234, 0.022783504387150887, 0.08489183650520885, -0.18151454103690867, 0.004261267400054098]
