c_out[0]: [-0.3463353723238949, 0.3259404370811189, -0.30823821904038, 0.25719432835078704, -0.1403445745221197, -0.02502605984808268, 0.056829989109018736, 0.2362655494358941]
c_out[1]: [-0.40736679460375524, 0.45988831175948874, -0.12845885684736996, 0.8376803886436389, -0.8828551122246104, -0.28061305384234086, -0.4663765857690374, 0.29748672127900244]
c_out[2]: [0.4706479922330297, 0.08388756659096092, 0.12059834086134472, 0.7223112170109526, -0.24609127274937875, 0.29384984649828366, 0.0765479485288185, 0.027765904161564298]
c_out[3]: [0.49564013556102304, -0.3751745183026461, -0.22875291620809596, -0.12454246061052518, 0.6381891358107628, 0.4170931104909281, -0.41484267262088625, 0.2328354676242313]
c_out[4]: [0.4133738577544934, 0.07630540941765476, 0.6067572301862086, -0.45515840167318145, 0.1951877918179661, 0.3329206983139959, -0.09854122938155517, 0.8024937056342669]
c_out[5]: [0.07839325872691777, -0.3480018825147258, -0.049278794780853785, 0.35727805293540515, 0.6870670054258947, -0.4501973387372049, -0.7347758717007549, -0.062165169872435144]
c_out[6]: [-0.05408989547427221, 0.45390629532162424, -0.22414771874051748, 0.2425856099874777, -0.3802052480454414, -0.5095619051091774, -1.1356716064041548, 0.4883303744291482]
c_out[7]: [-0.030320486249720478, 0.20230979388350467, -0.654768026740717, 0.1724986832716366, 0.0783319022782566, -0.44381628281564356, -0.5414835659658972, 0.6654161243026147]
c_out[8]: [0.4606351908834302, 0.0007429538366392069, -0.6385975277927571, 0.40373772266392527, -0.15278788451350211, -0.2620550002576376, -1.2951339494617458, -0.24994367805844564]
c_out[9]: [-0.20556735332772175, -0.8901341950043488, -0.22071773674930006, 0.6904408421731616, -0.6132271992411806, -0.6452079903592476, -1.1318418638487533, 0.39619760680934857]
c_out[10]: [0.30767657303139384, -0.48284295832172003, 0.30275587531749343, 0.24799933049534267, -0.9619356392503811, 0.13336417014657637, -1.0428144715471426, 0.05846212923684807]
c_out[11]: [0.25051516305816657, -0.3999349616007834, 0.1542472089008653, -0.17909680606670517, -0.2657223806740776, 0.05313639979512401, -1.575087024182308, -0.16585033934207347]
c_out[12]: [0.12525747182499888, -0.5827547549251204, 0.21947490272487796, 0.3644777528014955, -0.069385596671934, 0.20078956218977104, -1.1390807402161047, -0.3573186489113289]
c_out[13]: [-0.17592555168467988, -0.8102229967980016, -0.22799882651941772, 0.4004251817680604, 0.6939276657794017, -0.03800280815848642, 0.02447585028689253, 0.15085294394627616]
c_out[14]: [0.34677970622895143, -0.5866771041828434, 0.4387003265522044, 0.15251059357777452, 0.3690029277549025, -0.561306563961446, -0.15718082607919096, 0.15147343686977607]
c_out[15]: [0.8455546780356525, 0.23194465184982577, -0.5323417039473244, -0.15181135883175378, 0.5512209085170728, 0.6150931989916333, -0.18504564214598782, -0.29197407991068614]
c_out[16]: [0.20888267063934857, 0.009370851073606447, -0.37794567454571437, -0.0762207621580844, 0.9156730852466297, 1.3676280190804633, 0.6634585461321949, -0.7478103616730418]
c_out[17]: [0.16942312981848995, -0.20298661043461522, -0.28306635892630855, -0.17908575629149853, 0.6048285180739084, 0.503005976217733, 0.41798094233134714, -0.25275445999147145]
c_out[18]: [-0.13348154917586244, 0.6680429333460702, 0.3827614862720831, 0.13510365747492845, 0.7092435593406561, 0.9560198807751668, 0.46001521405845436, 0.020091588755709634]
c_out[19]: [0.4279750914786899, -0.01534006630428253, -0.4442538830014904, -0.3806499497212836, 1.2676521873950743, 0.040346381737807024, 0.671465772034982, -0.21067337799485605]
c_out[20]: [1.2171769191940733, 0.498101904837559, -0.22376259685701716, 0.533305540888096, 0.32305045017278144, 0.02595798551905433, -0.20795132686925868, -0.004271865942969584]
c_out[21]: [-0.3412852807002162, 0.21717043739679598, 0.02346639237257378, 0.5306404052384383, 0.03545753436002591, -0.7860726969083276, -0.1200495136805089, 0.06723707543323765]
c_out[22]: [0.1980110911846395, 0.755946830977965, 0.1177533678670597, -0.6842794654461589, 0.6101016505423877, -0.7820465796818146, -0.32185283373254736, -0.05255233747760077]
c_out[23]: [-0.13273994979210618, 0.06144208550813314, -0.39335522829652575, -0.23500837593876797, -0.45036329498945243, -0.360511679951565, -0.8142873407596641, 0.6959109256407588]
c_out[24]: [-0.20114695995537035, -0.043850046032856874, -0.24444732102347067, -0.2692795860633379, 0.3334066947028389, -0.2952229666874892, -0.8210197819957936, 0.27452058479510444]
c_out[25]: [-0.0038873733911963457, 0.09421638799999132, -0.29907354302422995, -0.19531994759454605, 0.09441772411495883, -0.2972360105889551, 0.11212957617012165, 0.38743106573199215]
c_out[26]: [0.1887611703803203, 0.15711152128817568, 0.020660702471736334, 0.36775717516989703, 0.019435211297515555, 0.2978162923967532, 0.05045365570288836, 0.04368198299479856]
c_out[27]: [0.004549643725570651, 0.2098701460070052, 0.22426973015484802, 0.1626986951740665, 0.759686132769182, -0.24158988568130338, 0.3629362605223517, 0.3830789677448098]
c_out[28]: [-0.05946342120397109, -0.2829213048429462, -0.20729167222542247, 0.3215502535348431, -0.05285799634148725, -0.17965835799275887, 0.25521121829254295, 0.21141678432810546]
c_out[29]: [0.028090179584404358, -0.4418085967786213, -0.2871668857728338, 0.12914419591226242, -0.6423711538058325, -0.4156391397483345, 0.6746862349883593, -0.0872186435521729]
c_out[30]: [-0.5521944775571177, -0.6665079310983613, -0.6373350947037566, 0.3812364652285199, 0.03903537100505, -0.850396555719958, 0.8765162173675796, 0.2859158571856419]
